  -1.9932624487587929         0.73004767185601749          7.1345597707315800E-005     2.9581921317527052E-003    -2.1686391770059907E-005    -3.5614323932277765E-002    -4.4621345937143975E-004
  -1.9646737262712932         0.71741824150068378          7.1003247860179102E-005     2.9715903426332608E-003    -2.1925714985135097E-005    -3.4842634673959698E-002    -4.3885368903315503E-004
  -1.9139440337132032         0.69504138274902882          7.0380422603100965E-005     2.9953780868786119E-003    -2.2363038878292664E-005    -3.3484171984094764E-002    -4.2582052825855830E-004
  -1.8422508487880491         0.66349573804675144          6.9464927779612059E-005     3.0289543990985809E-003    -2.3010212265624929E-005    -3.1588793609832626E-002    -4.0746152768866362E-004
  -1.7512731647414914         0.62360941649628754          6.8238858151055892E-005     3.0712949660909724E-003    -2.3884543226008078E-005    -2.9226673911455461E-002    -3.8427088823617648E-004
  -1.6431430735586139         0.57644073078691394          6.6677989287555994E-005     3.1207739123249819E-003    -2.5009082627154502E-005    -2.6485587906158917E-002    -3.5687450039612631E-004
  -1.5203949344691035         0.52325849858564621          6.4751151041393779E-005     3.1748950051357521E-003    -2.6412619152254647E-005    -2.3467641845547119E-002    -3.2601346471830675E-004
  -1.3859058097465633         0.46551891854412791          6.2419573682349089E-005     3.2299125535475205E-003    -2.8129052897611216E-005    -2.0285241187965434E-002    -2.9252436113405203E-004
  -1.2428279855495163         0.40483883619911343          5.9636379428485894E-005     3.2803196526907000E-003    -3.0195395278692351E-005    -1.7056284311651192E-002    -2.5731636032017029E-004
  -1.0945150703095916         0.34296484835853230          5.6346604124250360E-005     3.3181954614829620E-003    -3.2646972840774191E-005    -1.3898608112680171E-002    -2.2134545478359792E-004
 -0.94444338293840846         0.28173654653615449          5.2488534828137719E-005     3.3324491777724698E-003    -3.5507220106066115E-005    -1.0923763442720433E-002    -1.8558619708072385E-004
 -0.79613046769848383         0.22304011845723834          4.7997909958786715E-005     3.3081108308300692E-003    -3.8767413388967057E-005    -8.2302894772506695E-003    -1.5100149774752069E-004
 -0.65305264350143677         0.16874517015428089          4.2817908877033659E-005     3.2260560502904785E-003    -4.2348552308663155E-005    -5.8968071122990672E-003    -1.1851130381900556E-004
 -0.51856351877889650         0.12061297950844808          3.6920169732242786E-005     3.0639868569069346E-003    -4.6033832855390351E-005    -3.9754831315372005E-003    -8.8961359614834863E-005
 -0.39581537968938618          8.0159735454981160E-002     3.0345311361511503E-005     2.8001380900055223E-003    -4.9359711613725966E-005    -2.4867362578681225E-003    -6.3093504751741042E-005
 -0.28768528850650854          4.8458444742885173E-002     2.3273640685755197E-005     2.4217382334585148E-003    -5.1472174846719911E-005    -1.4164298588833538E-003    -4.1517960481322666E-005
 -0.19670760445995084          2.5879858314322417E-002     1.6128452557868942E-005     1.9395192919117123E-003    -5.1040589925511739E-005    -7.1708202631751313E-004    -2.4681620282563353E-005
 -0.12501441953479675          1.1826677625742854E-002     9.6652687230216872E-006     1.4048948838210683E-003    -4.6574372330466803E-005    -3.1448176168600618E-004    -1.2803690720554985E-005
  -7.4284726976706739E-002     4.6251802894741499E-003     4.8619532171349470E-006     9.1600777115425616E-004    -3.7881643534182728E-005    -1.2007903922145745E-004    -5.7072030178495558E-006
  -4.5696004489207298E-002     1.8686037667264147E-003     2.3455198026588505E-006     5.9235923329857489E-004    -2.8716928205109041E-005    -4.8115607407860055E-005    -2.5462802359859803E-006
  -3.8751991658699844E-002     1.3669076077801367E-003     1.8010232658340187E-006     5.0818269459745283E-004    -2.5739511760781374E-005    -3.5162705863888058E-005    -1.9156745904063857E-006
