  -1.9932624487587929        -0.46964643950030355         -1.2840373416302526E-006   -0.37001519660948134         -5.4150939594007540E-006
  -1.9646737262712932        -0.46797552676888349         -1.2945137014736103E-006   -0.36184306407647171         -5.2454051946157970E-006
  -1.9139440337132032        -0.46492109234148360         -1.3134792786181738E-006   -0.34746170509981733         -4.9479148687214652E-006
  -1.8422508487880491        -0.46039764173443221         -1.3411232321982512E-006   -0.32740685484487564         -4.5356614310071854E-006
  -1.7512731647414914        -0.45427811871673979         -1.3776706931409870E-006   -0.30243230176256797         -4.0270150843059015E-006
  -1.6431430735586139        -0.44638859845570189         -1.4233255779852691E-006   -0.27348052664642458         -3.4450059386998752E-006
  -1.5203949344691035        -0.43650221468602457         -1.4781668592772221E-006   -0.24164728436169361         -2.8164909927639039E-006
  -1.3859058097465633        -0.42433243559864753         -1.5419740737836614E-006   -0.20813790342190647         -2.1710962211470653E-006
  -1.2428279855495163        -0.40952691691439441         -1.6139399582005745E-006   -0.17421516768169387         -1.5399041145280727E-006
  -1.0945150703095916        -0.39166458246447655         -1.6922066073271320E-006   -0.14113904065514171         -9.5385720421324294E-007
 -0.94444338293840846        -0.37026116942338277         -1.7731363556761892E-006   -0.11009903440609106         -4.4184400165752304E-007
 -0.79613046769848383        -0.34479302220122854         -1.8502120737275777E-006    -8.2140977951549621E-002    -2.8442235194383870E-008
 -0.65305264350143677        -0.31475635769921578         -1.9124958226329625E-006    -5.8091525144425525E-002     2.6867698272994018E-007
 -0.51856351877889650        -0.27978993651414030         -1.9427761795341165E-006    -3.8486201261787360E-002     4.4160676308849107E-007
 -0.39581537968938618        -0.23990045699114446         -1.9161793995818294E-006    -2.3510284522292632E-002     4.9507925545020707E-007
 -0.28768528850650854        -0.19583044415582668         -1.8016319218354626E-006    -1.2966265535249885E-002     4.4875358822635032E-007
 -0.19670760445995084        -0.14956690641899953         -1.5716038783590020E-006    -6.2861696189542449E-003     3.3758270413565894E-007
 -0.12501441953479675        -0.10485090250573524         -1.2279381657538045E-006    -2.6090287003121895E-003     2.0764110187757605E-007
  -7.4284726976706739E-002    -6.7281385363611210E-002    -8.4052934487705240E-007    -9.3696860651793022E-004     1.0368652789896043E-007
  -4.5696004489207298E-002    -4.3366235041580214E-002    -5.5097516487893380E-007    -3.5734657108484622E-004     4.9187773943723327E-008
  -3.8751991658699844E-002    -3.7211453435902528E-002    -4.7244573004048441E-007    -2.5741012634651855E-004     3.7550152154220709E-008
  -3.7878817561813521E-002    -3.6427292905820467E-002    -4.6235934906122787E-007    -2.4598853807861562E-004     3.6153002091890052E-008
  -3.6341052988118183E-002    -3.5040636821098321E-002    -4.4448584765026942E-007    -2.2649753618586227E-004     3.3732323955873122E-008
  -3.4193920287115744E-002    -3.3092317547789747E-002    -4.1930078636662190E-007    -2.0061600612097615E-004     3.0441892387276329E-008
  -3.1514978014305112E-002    -3.0641290706315744E-002    -3.8752022559480161E-007    -1.7050684892758636E-004     2.6493275405545623E-008
  -2.8401039233579353E-002    -2.7763735591711611E-002    -3.5011421045998556E-007    -1.3856151956036049E-004     2.2142004500547597E-008
  -2.4964646007752278E-002    -2.4551937206179264E-002    -3.0831418462107094E-007    -1.0712784298960180E-004     1.7668940612339498E-008
  -2.1329996835242369E-002    -2.1112582816644597E-002    -2.6360142635181094E-007    -7.8253983295196390E-005     1.3356555134300649E-008
  -1.7628456412757631E-002    -1.7564300630062452E-002    -2.1766624531894798E-007    -5.3482209788210553E-005     9.4612692385325091E-009
  -1.3993807240247723E-002    -1.4034316440636770E-002    -1.7233136852687590E-007    -3.3719441190512577E-005     6.1845735560106932E-009
  -1.0557414014420648E-002    -1.0654176115311097E-002    -1.2944087411331924E-007    -1.9200670544848385E-005     3.6474337365850252E-009
  -7.4434752336948896E-003    -7.5545878739867491E-003    -9.0727874479552954E-008    -9.5478859498939495E-006     1.8739404187840276E-009
  -4.7645329608842577E-003    -4.8595723346901050E-003    -5.7686571209811422E-008    -3.9130292486110020E-006     7.9041485905204719E-010
  -2.6174002598818163E-003    -2.6802523079068889E-003    -3.1480751852099004E-008    -1.1811225106557586E-006     2.4426394907656401E-010
  -1.0796356861864746E-003    -1.1087306638745066E-003    -1.2913877822719316E-008    -2.0098406737652727E-007     4.2283111526934408E-011
  -2.0646158930015882E-004    -2.1237150901430972E-004    -2.4610722771282116E-009    -7.3504355807708735E-009     1.5616704868138884E-012
   2.0738219220638541E-008     2.1340084881662207E-008     2.4699508424945838E-013    -7.4162383155437837E-017     1.5793374899247957E-020
