  -1.9932624487587929        -0.45847705930789462          2.5961520277497457E-006
  -1.9646737262712932        -0.45673679767755726          2.6164840960204154E-006
  -1.9139440337132032        -0.45355786927103198          2.6532664678475747E-006
  -1.8422508487880491        -0.44885542671928208          2.7068227829779473E-006
  -1.7512731647414914        -0.44250389312813082          2.7775272161337170E-006
  -1.6431430735586139        -0.43433228540364599          2.8656955586583307E-006
  -1.5203949344691035        -0.42411915425306884          2.9713906300322158E-006
  -1.3859058097465633        -0.41158738663069111          3.0941002764856708E-006
  -1.2428279855495163        -0.39640029431515933          3.2322157755727314E-006
  -1.0945150703095916        -0.37816186345376801          3.3822037948032634E-006
 -0.94444338293840846        -0.35642657762107000          3.5373265289350470E-006
 -0.79613046769848383        -0.33072851014450311          3.6857440331036888E-006
 -0.65305264350143677        -0.30064605343893080          3.8078986680132589E-006
 -0.51856351877889650        -0.26592756707824872          3.8734133328170816E-006
 -0.39581537968938618        -0.22671104416454071          3.8387369942592399E-006
 -0.28768528850650854        -0.18386573039980564          3.6491738832753221E-006
 -0.19670760445995084        -0.13943715717757996          3.2534094710857339E-006
 -0.12501441953479675         -9.7046255294211070E-002     2.6430682085607253E-006
  -7.4284726976706739E-002    -6.1871946629716568E-002     1.9202881998207789E-006
  -4.5696004489207298E-002    -3.9705708930949477E-002     1.3405705422753372E-006
  -3.8751991658699844E-002    -3.4030827744671512E-002     1.1743357749020779E-006
  -3.7878817561813521E-002    -3.3308712071736184E-002     1.1526251341579173E-006
  -3.6341052988118183E-002    -3.2032275395862134E-002     1.1139348632325656E-006
  -3.4193920287115744E-002    -3.0239911391292996E-002     1.0589233102549279E-006
  -3.1514978014305112E-002    -2.7986902597301407E-002     9.8862697847275977E-007
  -2.8401039233579353E-002    -2.5344438074948294E-002     9.0452466462433950E-007
  -2.4964646007752278E-002    -2.2398403438661538E-002     8.0861345765778417E-007
  -2.1329996835242369E-002    -1.9247623937615442E-002     7.0347640985985247E-007
  -1.7628456412757631E-002    -1.6001426037902867E-002     5.9232284328089358E-007
  -1.3993807240247723E-002    -1.2776431447712367E-002     4.7897986492363882E-007
  -1.0557414014420648E-002    -9.6925645330410686E-003     3.6781400934333188E-007
  -7.4434752336948896E-003    -6.8683469464412700E-003     2.6356715900870346E-007
  -4.7645329608842577E-003    -4.4156647506861301E-003     1.7110227582895219E-007
  -2.6174002598818163E-003    -2.4343068749338760E-003     9.5071510522397156E-008
  -1.0796356861864746E-003    -1.0066575372293311E-003     3.9538553237166771E-008
  -2.0646158930015882E-004    -1.9278333683229860E-004     7.5965124127808605E-009
   2.0738219220638541E-008     1.9370900447686618E-008    -7.6388448765228518E-013
   1.0618886748770468E-007     9.9187603779433965E-008    -3.9114286999786154E-012
   2.4778588109692281E-007     2.3144887149948281E-007    -9.1271106513759255E-012
   4.2644296641369816E-007     3.9832686200981848E-007    -1.5707900130465866E-011
   6.1803672524754472E-007     5.7728870373822104E-007    -2.2765222801240161E-011
   7.9669381056432006E-007     7.4416689840566652E-007    -2.9346038441518226E-011
   9.3829082417353814E-007     8.7642846789087232E-007    -3.4561759061544224E-011
   1.0237414724406042E-006     9.5624541321101596E-007    -3.7709334281935647E-011
