  -1.9932624487587929          2.6335524401617957E-002     9.5944242109212342E-006   -0.47008293181720623         -2.7961071812420027E-006   -0.11897516872206187         -3.4738975877279320E-005
  -1.9646737262712932          2.5993734973623724E-002     9.5504220462313795E-006   -0.46841377699125347         -2.8234654618563805E-006   -0.11635163771338493         -3.4141488993071116E-005
  -1.9139440337132032          2.5380615282744608E-002     9.4703396300760913E-006   -0.46536245391310960         -2.8732982293810893E-006   -0.11173449422853607         -3.3084417997514094E-005
  -1.8422508487880491          2.4499507055956181E-002     9.3525538851874318E-006   -0.46084337232162953         -2.9466654002464340E-006   -0.10529533820413259         -3.1597645232677620E-005
  -1.7512731647414914          2.3356367359495842E-002     9.1946755577468471E-006   -0.45472931659165078         -3.0450724371244119E-006    -9.7275650621462345E-002    -2.9723603361435036E-005
  -1.6431430735586139          2.1960743643061057E-002     8.9934619661749511E-006   -0.44684611517672473         -3.1704451694529090E-006    -8.7977422972224356E-002    -2.7515949203872671E-005
  -1.5203949344691035          2.0327236126768549E-002     8.7447222390604936E-006   -0.43696653259861346         -3.3250454645506901E-006    -7.7751857072639735E-002    -2.5038070358337100E-005
  -1.3859058097465633          1.8477370366383944E-002     8.4432115770563801E-006   -0.42480349665512546         -3.5112844856824922E-006    -6.6985418269278049E-002    -2.2361274969118009E-005
  -1.2428279855495163          1.6441832190777775E-002     8.0825335300499415E-006   -0.41000388723375347         -3.7313454684776914E-006    -5.6083193674146638E-002    -1.9562660002593742E-005
  -1.0945150703095916          1.4262911740156679E-002     7.6550944015806929E-006   -0.39214553710341571         -3.9864629285335715E-006    -4.5449631221362627E-002    -1.6722666348964945E-005
 -0.94444338293840846          1.1996799076259231E-002     7.1522048704683550E-006   -0.37074268792348253         -4.2756001829720569E-006    -3.5466904990396515E-002    -1.3922335020239416E-005
 -0.79613046769848383          9.7150394581718615E-003     6.5645227937790234E-006   -0.34526970534950158         -4.5931084760000787E-006    -2.6471453096877658E-002    -1.1240293345836597E-005
 -0.65305264350143677          7.5039834817673895E-003     5.8832177967599034E-006   -0.31522032342329653         -4.9247488496161979E-006    -1.8729738209793807E-002    -8.7495308995724005E-006
 -0.51856351877889650          5.4605535602689379E-003     5.1025667754892017E-006   -0.28023044890822646         -5.2413227643740905E-006    -1.2415067510353872E-002    -6.5140853264438058E-006
 -0.39581537968938618          3.6824467638548624E-003     4.2251887363885175E-006   -0.24030400859681397         -5.4895319011360446E-006    -7.5884358406223505E-003    -4.5858592204986749E-006
 -0.28768528850650854          2.2517754157446827E-003     3.2715976256522547E-006   -0.19618183903823966         -5.5819643656708216E-006    -4.1878024911806587E-003    -3.0019109695244081E-006
 -0.19670760445995084          1.2141322504604915E-003     2.2950197221343875E-006   -0.14985206099545054         -5.3959588581020930E-006    -2.0317136295218380E-003    -1.7825077561680419E-006
 -0.12501441953479675          5.6020979554102150E-004     1.3963302595231884E-006   -0.10506184124092799         -4.8113898679457224E-006    -8.4389399629456645E-004    -9.2920079789593731E-007
  -7.4284726976706739E-002     2.2143640772198195E-004     7.1440135410267895E-007    -6.7422692787299190E-002    -3.8465144916572650E-006    -3.0330197031072219E-004    -4.1875692632885397E-007
  -4.5696004489207298E-002     9.0274260296586257E-005     3.4950078202842185E-007    -4.3459820848852145E-002    -2.8895636615894880E-006    -1.1574763786099996E-004    -1.8906270462093517E-007
  -3.8751991658699844E-002     6.6215265400905600E-005     2.6948665649695471E-007    -3.7292324116267310E-002    -2.5848539371323011E-006    -8.3392852118727661E-005    -1.4279350083105350E-007
  -3.7878817561813521E-002     6.3425237270885038E-005     2.5980645004131502E-007    -3.6506530632418169E-002    -2.5440293609144584E-006    -7.9694570397815216E-005    -1.3730142534658804E-007
  -3.6341052988118183E-002     5.8642549257424175E-005     2.4299262045772026E-007    -3.5116979728240898E-002    -2.4706797339694533E-006    -7.3383162659269977E-005    -1.2781765894164157E-007
  -3.4193920287115744E-002     5.2247319331828649E-005     2.2004705315849555E-007    -3.3164577465322490E-002    -2.3650627735095928E-006    -6.5001867325479743E-005    -1.1499080335267347E-007
  -3.1514978014305112E-002     4.4737931154767911E-005     1.9236243809344082E-007    -3.0708388070660352E-002    -2.2278124392062428E-006    -5.5250639021958065E-005    -9.9696299230105693E-008
  -2.8401039233579353E-002     3.6679010093265557E-005     1.6164528820080925E-007    -2.7824734692402871E-002    -2.0601862596722790E-006    -4.4903559790857264E-005    -8.2966631076897995E-008
  -2.4964646007752278E-002     2.8643098476114084E-005     1.2980781699382430E-007    -2.4606081671026844E-002    -1.8643942214410731E-006    -3.4720812605942807E-005    -6.5906091657247215E-008
  -2.1329996835242369E-002     2.1151535553061535E-005     9.8822031849781413E-008    -2.1159330206599498E-002    -1.6439767952827066E-006    -2.5365830882200995E-005    -4.9592823596914242E-008
